customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
179,1,DANA,HART,DANA.HART@sakilacustomer.org,183,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,188,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,189,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,192,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
189,1,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,193,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,195,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
192,1,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,196,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,199,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
196,1,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,200,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
201,1,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,205,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
203,1,TARA,RYAN,TARA.RYAN@sakilacustomer.org,207,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,210,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
207,1,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,211,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
208,1,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,212,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
211,1,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
213,1,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,217,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,218,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
216,1,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,220,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
218,1,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,222,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
223,1,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,227,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
225,1,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,229,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
227,1,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,231,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
229,1,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,233,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
231,1,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,235,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
234,1,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,238,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
235,1,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,239,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
236,1,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,240,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
237,1,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,241,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
238,1,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,242,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
240,1,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,244,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
242,1,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,246,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
243,1,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,247,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
245,1,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,249,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
246,1,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,250,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
247,1,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,251,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
248,1,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,252,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
253,1,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,258,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
258,1,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,263,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
260,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
261,1,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,266,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
263,1,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,268,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
264,1,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,269,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
267,1,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,272,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
268,1,NINA,SOTO,NINA.SOTO@sakilacustomer.org,273,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
269,1,CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,274,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
270,1,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,275,1,"2006-02-14 22:04:36","2006-02-15 04:57:20"
272,1,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,277,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
274,1,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,279,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
276,1,BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,281,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
283,1,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,288,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
284,1,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,289,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
285,1,MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,290,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
286,1,VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,291,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
288,1,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,293,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
289,1,VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,294,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
290,1,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,295,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
291,1,TONI,HOLT,TONI.HOLT@sakilacustomer.org,296,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
295,1,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
297,1,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,302,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
298,1,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,303,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
300,1,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,305,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
302,1,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,307,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
305,1,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,310,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
306,1,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,311,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
308,1,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,313,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
309,1,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
314,1,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,319,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
316,1,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,321,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
318,1,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,323,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
321,1,KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,326,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
322,1,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,327,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
325,1,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,330,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
326,1,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,331,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
330,1,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,335,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
331,1,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,336,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
332,1,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,337,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
335,1,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,340,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
336,1,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,341,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
337,1,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,342,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
338,1,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,343,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
340,1,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,345,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
341,1,PETER,MENARD,PETER.MENARD@sakilacustomer.org,346,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
342,1,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,347,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
343,1,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,348,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
344,1,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,349,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
345,1,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,350,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
346,1,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,351,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
350,1,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,355,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
351,1,JACK,FOUST,JACK.FOUST@sakilacustomer.org,356,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
352,1,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,357,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
353,1,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,358,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
357,1,KEITH,RICO,KEITH.RICO@sakilacustomer.org,362,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
362,1,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,367,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
364,1,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,369,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
366,1,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,371,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
367,1,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,372,1,"2006-02-14 22:04:37","2006-02-15 04:57:20"
